Link to Local Folder;0<rank<5;Repo Name - Source;Branch
/Users/pq/autonoms_final_secure_pack/autonoma-x;5;autonoma-x;default
/Users/pq/autonomax-hub;5;autonomax-hub;main
/Users/pq/youtube_ai_app_v2.5/fiverr_business/fiverr_business;5;boppins/fiverr_business;main
/Users/pq/_lazy/business_opportunity_platform/business-dashboard;5;business-dashboard;master
/Users/pq/_lazy/business-dashboard;5;business-dashboard;master
/Users/pq/AutonomaX_AI_Integration_Starter_v11_full;5;laziestlarry/AutonomaX_AI_Integration_Starter;main
/Users/pq/AutonomaX_API_Commander;5;laziestlarry/AutonomaX_API_Commander;main
/Users/pq/AutonomaX_Studio;5;laziestlarry/AutonomaX-Studio;master
/Users/pq/autonomax-hub/AutonomaX-Studio;5;laziestlarry/AutonomaX-Studio;main
/Users/pq/autonoms_final_secure_pack;5;laziestlarry/autonoms;master
/Users/pq/Commander_Orchestrated_Online;5;laziestlarry/Commander;main
/Users/pq/youtube_ai_app_v2.5/revenue-accelerator/etsy_commander;5;laziestlarry/etsy-commander;main
/Users/pq/youtube_ai_app_v2.5/revenue-accelerator/etsy_commander_backup;5;laziestlarry/etsy-commander;main
/Users/pq/propulse-app;5;laziestlarry/propulse-app;default
/Users/pq/__ProPulse_Group__;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/propulse-autonomax;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/propulse-autonomax-github/propulse-autonomax;5;laziestlarry/propulse-autonomax;master
/Users/pq/__ProPulse_Group__/propulse-autonomax/propulse-autonomax;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base copy 2;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base copy 2/app;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base copy 2/app/services/propulse-autonomax_old;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base copy 2/scripts;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base/app;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base/app/services/propulse-autonomax_old;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Final_Base/scripts;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Stable_Deployment;5;laziestlarry/propulse-autonomax;main
/Users/pq/__ProPulse_Group__/ProPulseApp_Stable_Deployment/app/services/propulse-autonomax;5;laziestlarry/propulse-autonomax;main
/Users/pq/youtube_ai_app_v2.5;5;laziestlarry/youtube-ai-platform;main
/Users/pq/youtube_ai_app_v2.5/youtube-ai-platform;5;laziestlarry/youtube-ai-platform;main
/Users/pq/youtube-ai-platform;5;laziestlarry/youtube-ai-platform;main
/Users/pq/youtube_ai_app_clean;5;laziestlarry/youtubing_ai;main
/Users/pq/youtube_ai_platform_backup_edit;5;laziestlarry/youtubing_ai;main
/Users/pq/_salvage/20250810_worx/mega_all_pack;5;mega_all_pack;default
/Users/pq/youtube_ai_app_clean copy 4;5;youtube_ai_app_clean copy 4;master
/Users/pq/youtube_ai_app_clean copy 5;5;youtube_ai_app_clean copy 5;master
/Users/pq/__bop;4;__bop;default
/Users/pq/__bop_v01;4;__bop_v01;default
/Users/pq/__bop_v01/__MACOSX;4;__MACOSX;default
/Users/pq/__bop/__MACOSX;4;__MACOSX;default
/Users/pq/bop_final_repo copy/bop/__MACOSX;4;__MACOSX;default
/Users/pq/bop_final_repo/bop_merged_platform/__MACOSX;4;__MACOSX;default
/Users/pq/gpt-engineer;4;AntonOsika/gpt-engineer;main
/Users/pq/bop_final_repo copy/bop;4;bop;default
/Users/pq/bop_final_repo/bop_merged_platform;4;bop_merged_platform;default
/Users/pq/_project_/IWS/b4-code/_RichieRiched/RR-04/builder-app;4;builder-app;main
/Users/pq/__bopper/business-dashboard;4;business-dashboard;master
/Users/pq/ACE_Framework;4;daveshap/ACE_Framework;main
/Users/pq/ACE_Framework_0;4;daveshap/ACE_Framework;main
/Users/pq/OpenAI_Agent_Swarm;4;daveshap/OpenAI_Agent_Swarm;main
/Users/pq/_project_/__copilot/ecommerce_project;4;ecommerce_project;default
/Users/pq/_project_/ecommerce_project;4;ecommerce_project;default
/Users/pq/_project_/app_v01_aida-actionsgpt/gpte;4;gpte;default
/Users/pq/gpt-eng/gpt-engineer/projects/__gpte/gpte;4;gpte;default
/Users/pq/_project_/IWS/b4-code/gpte_rr03;4;gpte_rr03;default
/Users/pq/_project_/IWS/b4-code/gpte_rr034;4;gpte_rr034;default
/Users/pq/_project_/IWS/b4-code/gpte_rr036;4;gpte_rr036;default
/Users/pq/_project_/IWS/b4-code/gpte_rr037;4;gpte_rr037;default
/Users/pq/_project_/IWS/b4-code/gpte_rr038;4;gpte_rr038;default
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions;4;intelliwealth_solutions;master
/Users/pq/MetaGPT/workspace/intelliwealth_solutions_app;4;intelliwealth_solutions_app;master
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_saas;4;intelliwealth_solutions_saas;master
/Users/pq/MetaGPT/workspace/intelliwealth_solutions_upgrade;4;intelliwealth_solutions_upgrade;master
/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_upgrade;4;intelliwealth_solutions_upgrade;master
/Users/pq/__bopper;4;intelliWealth-Solutions/bop;my-new-feature2
/Users/pq/__bopper/__MACOSX;4;intelliWealth-Solutions/bop;my-new-feature2
/Users/pq/bop_final_repo;4;intelliWealth-Solutions/bop;main
/Users/pq/inference-0/dify;4;langgenius/dify;main
/Users/pq/MetaGPT/workspace/workspace/modernized_codebase;4;modernized_codebase;master
/Users/pq/pautobot;4;nrl-ai/pautobot;main
/Users/pq/erp-app;4;P4Quattro/erp-app;main
/Users/pq/__bop_final;4;PsikoQuattro/bop_v04;default
/Users/pq/_salvage/20250810_worx/gpt-pilot;4;Pythagora-io/gpt-pilot;main
/Users/pq/gpt-pilot;4;Pythagora-io/gpt-pilot;main
/Users/pq/MetaGPT/workspace/workspace/saas_platform_upgrade;4;saas_platform_upgrade;master
/Users/pq/__bopper/payoneer;4;VoxFeed/payoneer;master
/Users/pq/MetaGPT/workspace/20240323015113;3;20240323015113;master
/Users/pq/MetaGPT/workspace/20240323022145;3;20240323022145;master
/Users/pq/MetaGPT/workspace/20240323022444;3;20240323022444;master
/Users/pq/MetaGPT/workspace/20240323040729;3;20240323040729;master
/Users/pq/MetaGPT/workspace/20240414172212;3;20240414172212;master
/Users/pq/anse;3;anse-app/anse;main
/Users/pq/MemGPT;3;cpacker/MemGPT;main
/Users/pq/demolog;3;demolog;master
/Users/pq/_depolop/depolop;3;depolop;master
/Users/pq/_depolop/depolop_22042024;3;depolop_22042024;master
/Users/pq/_salvage/20250810_worx/automata;3;emrgnt-cmplxty/automata;full-automata
/Users/pq/friendlyeats-web;3;firebase/friendlyeats-web;master
/Users/pq/MetaGPT;3;geekan/MetaGPT;main
/Users/pq/motorhead;3;getmetal/motorhead;main
/Users/pq/gpt-eng/gpt-engineer;3;gpt-engineer-org/gpt-engineer;main
/Users/pq/ai-money-machine-starter/hydrogen-quickstart;3;hydrogen-quickstart;main
/Users/pq/privateGPT;3;imartinez/privateGPT;main
/Users/pq/Free-Auto-GPT;3;IntelligenzaArtificiale/Free-Auto-GPT;main
/Users/pq/crewAI;3;joaomdmoura/crewAI;main
/Users/pq/gpt4all;3;nomic-ai/gpt4all;main
/Users/pq/swarm;3;openai/swarm;main
/Users/pq/Dropbox/Organization/dir/project-management-app;3;project-management-app;master
/Users/pq/AgentGPT;3;reworkd/AgentGPT;main
/Users/pq/claude-dev;3;saoudrizwan/claude-dev;main
/Users/pq/awesome-chatgpt;3;sindresorhus/awesome-chatgpt;main
/Users/pq/SuperAGI_0;3;TransformerOptimus/SuperAGI;main
/Users/pq/AutoGPT.js;3;zabirauf/AutoGPT.js;main
/Users/pq/_project_/private-gpt;3;zylon-ai/private-gpt;main
/Users/pq/private-gpt;3;zylon-ai/private-gpt;main
/Users/pq/apache-maven-3.9/maven-toolchains-plugin;2;apache/maven-toolchains-plugin;master
/Users/pq/maven-toolchains-plugin;2;apache/maven-toolchains-plugin;master
/Users/pq/react-horizon-ui-chakra;2;app-generator/react-horizon-ui-chakra;main
/Users/pq/8a6578a2-4707-4e80-aed7-ebefc8bce13b;2;appseed-projects/8a6578a2-4707-4e80-aed7-ebefc8bce13b;main
/Users/pq/astro;2;astro;default
/Users/pq/Desktop/discoveries/autopack/autopack;2;AutoPackAI/autopack;main
/Users/pq/serverless-patterns;2;aws-samples/serverless-patterns;main
/Users/pq/microagents;2;aymenfurter/microagents;main
/Users/pq/supercharger;2;catid/supercharger;main
/Users/pq/_salvage/20250810_worx/crewAI;2;crewAIInc/crewAI;main
/Users/pq/forge/AgentForge;2;DataBassGit/AgentForge;main
/Users/pq/langchain-experiments;2;daveebbelaar/langchain-experiments;main
/Users/pq/Vid2Persona;2;deep-diver/Vid2Persona;main
/Users/pq/cookiecutter-data-science;2;drivendataorg/cookiecutter-data-science;master
/Users/pq/python-libmagic;2;dveselov/python-libmagic;master
/Users/pq/chromedriver;2;electron/chromedriver;main
/Users/pq/electron;2;electron/electron;main
/Users/pq/fantasy-talking;2;Fantasy-AMAP/fantasy-talking;main
/Users/pq/llama.cpp;2;ggerganov/llama.cpp;master
/Users/pq/muld;2;ghomasHudson/muld;master
/Users/pq/cookbook;2;google-gemini/cookbook;main
/Users/pq/Hexabot;2;Hexastack/Hexabot;main
/Users/pq/_TotalCode/Superagent;2;homanp/Superagent;main
/Users/pq/superagent;2;homanp/superagent;main
/Users/pq/llama_index;2;jerryjliu/llama_index;main
/Users/pq/karma;2;karma-runner/karma;master
/Users/pq/langchain;2;langchain-ai/langchain;master
/Users/pq/langgraph;2;langchain-ai/langgraph;main
/Users/pq/webapp-text-generator;2;langgenius/webapp-text-generator;main
/Users/pq/autogen;2;microsoft/autogen;main
/Users/pq/jarvis;2;ngaut/jarvis;main
/Users/pq/raftscope;2;ongardie/raftscope;master
/Users/pq/text-generation-webui;2;oobabooga/text-generation-webui;main
/Users/pq/SWELancer-Benchmark;2;openai/SWELancer-Benchmark;main
/Users/pq/example-typescript;2;pieces-app/example-typescript;main
/Users/pq/prefect;2;PrefectHQ/prefect;main
/Users/pq/SWE-agent;2;princeton-nlp/SWE-agent;main
/Users/pq/rasa;2;RasaHQ/rasa;main
/Users/pq/LlamaIndexTS;2;run-llama/LlamaIndexTS;main
/Users/pq/gorilla;2;ShishirPatil/gorilla;main
/Users/pq/kdmc/app.env/Auto-GPT;2;Significant-Gravitas/Auto-GPT;master
/Users/pq/Copy-URL;2;sindresorhus/Copy-URL;main
/Users/pq/text-generation-webui/extensions/webui_tavernai_charas;2;SkinnyDevi/webui_tavernai_charas;master
/Users/pq/headlessui;2;tailwindlabs/headlessui;main
/Users/pq/tensorflow;2;tensorflow/tensorflow;master
/Users/pq/terraform-docs-samples;2;terraform-google-modules/terraform-docs-samples;main
/Users/pq/SuperAGI_01;2;TransformerOptimus/SuperAGI;main
/Users/pq/text-generation-webui-stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
/Users/pq/text-generation-webui/extensions/stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
/Users/pq/text-generation-webui/extensions/text-generation-webui-stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
/Users/pq/exllamav2;2;turboderp/exllamav2;master
/Users/pq/exui;2;turboderp/exui;master
/Users/pq/unstructured;2;Unstructured-IO/unstructured;main
/Users/pq/weaviate;2;weaviate/weaviate;richierich
/Users/pq/inference;2;xorbitsai/inference;main
/Users/pq/_TotalCode/gpt-researcher;1;assafelovic/gpt-researcher;master
/Users/pq/Desktop/discoveries/autopack/autopack/autopack.wiki;1;AutoPackAI/autopack.wiki;master
/Users/pq/beebot;1;AutoPackAI/beebot;main
/Users/pq/beebot-old;1;AutoPackAI/beebot;main
/Users/pq/Desktop/discoveries/autopack/autopack/official;1;AutoPackAI/official;main
/Users/pq/official;1;AutoPackAI/official;main
/Users/pq/GPT-agents;1;avocardio/GPT-agents;main
/Users/pq/wolverine;1;biobootloader/wolverine;main
/Users/pq/raftscope/bootstrap-contextmenu;1;bootstrap-contextmenu/bootstrap-contextmenu;HEAD
/Users/pq/raftscope/bootstrap-slider;1;bootstrap-slider/bootstrap-slider;HEAD
/Users/pq/gpt-crawler;1;builderio/gpt-crawler;main
/Users/pq/ply;1;dabeaz/ply;master
/Users/pq/awesome-chatgpt-store;1;devisasari/awesome-chatgpt-store;main
/Users/pq/fiddle;1;electron/fiddle;main
/Users/pq/text-generation-webui/extensions/dynamic_context;1;elPatrixF/dynamic_context;main
/Users/pq/text-generation-webui/extensions/alltalk_tts;1;erew123/alltalk_tts;main
/Users/pq/autopack-demo;1;erik-megarad/autopack-demo;main
/Users/pq/Desktop/discoveries/autopack/autopack-demo;1;erik-megarad/autopack-demo;main
/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo;1;erik-megarad/autopack-demo;main
/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo/demo/autopack-demo;1;erik-megarad/autopack-demo;main
/Users/pq/text-generation-webui/extensions/FPreloader;1;FartyPants/FPreloader;main
/Users/pq/text-generation-webui/extensions/Twinbook;1;FartyPants/Twinbook;main
/Users/pq/text-generation-webui/extensions/VirtualLora;1;FartyPants/VirtualLora;main
/Users/pq/MetaGPT_0;1;geekan/MetaGPT;main
/Users/pq/llama.cpp_0;1;ggerganov/llama.cpp;master
/Users/pq/magic-modules;1;GoogleCloudPlatform/magic-modules;main
/Users/pq/text-generation-webui/extensions/sd_api_pictures_tag_injection;1;GuizzyQC/sd_api_pictures_tag_injection;main
/Users/pq/text-generation-webui/extensions/oobabooga-jsonformer-plugin;1;hallucinate-games/oobabooga-jsonformer-plugin;main
/Users/pq/text-generation-webui/extensions/AutoSave;1;ill13/AutoSave;main
/Users/pq/text-generation-webui/extensions/SpeakLocal;1;ill13/SpeakLocal;main
/Users/pq/privateGPT-0;1;imartinez/privateGPT;main
/Users/pq/Free-personal-AI-Assistant-with-plugin;1;IntelligenzaArtificiale/Free-personal-AI-Assistant-with-plugin;main
/Users/pq/text-generation-webui/extensions/api_advanced;1;janvarev/api_advanced;main
/Users/pq/text-generation-webui/extensions/multi_translate;1;janvarev/multi_translate;main
/Users/pq/text-generation-webui/extensions/long_term_memory_with_qdrant;1;jason-brian-anderson/long_term_memory_with_qdrant;main
/Users/pq/FastChat;1;lm-sys/FastChat;main
/Users/pq/lmstudio.js/configs;1;lmstudio-ai/configs;main
/Users/pq/lmstudio.js;1;lmstudio-ai/lmstudio.js;main
/Users/pq/lmstudio.js/model-catalog;1;lmstudio-ai/model-catalog;main
/Users/pq/text-generation-webui/extensions/LLM_Web_search;1;mamei16/LLM_Web_search;main
/Users/pq/OpenManus;1;mannaandpoem/OpenManus;main
/Users/pq/experts;1;metaskills/experts;main
/Users/pq/inference-0/llama-cpp-python;1;oobabooga/llama-cpp-python;main
/Users/pq/pgvector;1;pgvector/pgvector;master
/Users/pq/pyenv;1;pyenv/pyenv;master
/Users/pq/pyenv/plugins/pyenv-virtualenv;1;pyenv/pyenv-virtualenv;master
/Users/pq/pyenv/plugins/pyenv-virtualenvwrapper;1;pyenv/pyenv-virtualenvwrapper;master
/Users/pq/pypy;1;pypy/pypy;main
/Users/pq/text-generation-webui/extensions/LucidWebSearch;1;RandomInternetPreson/LucidWebSearch;main
/Users/pq/text-generation-webui/extensions/text-generation-webui-barktts;1;RandomInternetPreson/text-generation-webui-barktts;main
/Users/pq/gpt-code-ui;1;ricklamers/gpt-code-ui;main
/Users/pq/claude-dev copy;1;saoudrizwan/claude-dev;main
/Users/pq/text-generation-webui/extensions/complex_memory;1;theubie/complex_memory;master
/Users/pq/text-generation-webui/extensions/more_translators;1;Touch-Night/more_translators;main
/Users/pq/text-generation-webui/extensions/google_translate_plus;1;Vasyanator/google_translate_plus;main
/Users/pq/text-generation-webui/extensions/long_term_memory;1;wawawario2/long_term_memory;master
/Users/pq/inference-0;1;xorbitsai/inference;main
/Users/pq/libyaml;1;yaml/libyaml;master